Player,Total Hands,VPIP Hands,VPIP %,Evaluation,Sample Size Adequate
bf17cc9d,14,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3693c06,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
28d19986,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
892da87d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
65e6a3e0,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
25cc994c,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
24cee1c,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
278a2715,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5da005b1,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a30319f7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d4042961,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
84e70262,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6f57ef4d,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2d049ab,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
12c7a325,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5e02e18c,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d5c64356,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
eaed211e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9d0da9a5,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7ec3fcbb,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
52c2f82e,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9a91f73a,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
631d73f3,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
404f81f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
eb4b27ec,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5071a56,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4f099a14,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4ba2d6f5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4b84e6a6,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5cf21e0a,11,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
373178d4,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c0bc199,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
89ec2003,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
476b9ea3,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bcb78698,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ccb91ed2,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f375c4b7,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2a810574,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
18b767f6,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ba6a66d8,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
45a1edf0,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c1c072dd,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
671cc24b,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1d8a3f1d,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9bd91811,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
45795ec7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a8a795b8,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b4706694,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
809be456,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
68cbb1d2,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a216d915,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
46dbbafa,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1bd40bb5,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
300e8ae6,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
69f84163,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e57717f3,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
25dabbe7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3bb33de0,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
265e6f89,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e0f98908,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
95b807c7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5fc08bbb,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
67b054a,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2d1d5beb,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7cdba2f2,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e56de363,9,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a0e3a15c,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
636f3d9d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
28c7bb2d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ee605dac,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
dc563f2e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5e14c327,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
897087b4,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7f5f769c,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
664447dd,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1305c912,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bf25705d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a82d10a4,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6df6e939,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
755dfc21,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2dae9dfb,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a8244150,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bb46e536,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f358213,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
36b14e75,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
283621ab,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8472f421,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
af469cab,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
761b6fe8,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f6af2471,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
58ad4fa2,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
98d74963,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d2cfeb8a,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6889ed44,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
99152354,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c6384087,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
689fcfef,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c3775602,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6a8d0f8b,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
55c20106,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d2d098d5,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c21a46a3,9,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
43b29c2c,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
dfd2eb40,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a9e62b67,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
244631c0,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1af1d9af,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
67862dea,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8a15a3e1,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8e1d43ad,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
30e62b29,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2726925a,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c6311173,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
aa62ff09,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
39fcd24d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
593b5ba8,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f40773f1,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7b0cf10f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ae07b37,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c9e02afc,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5bd8014a,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7e65d7d9,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
cb03701e,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
cd6d564e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3a780623,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
240ef37b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b09976e3,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d84eb5df,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f0008a5f,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2f5be5b2,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e6246948,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e12b8982,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
838ac67b,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
17b8a758,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a415c274,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4bb4f45e,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c53f4001,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
585584d0,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f5216e32,9,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8f55ac86,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a4f4324f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7a2072e1,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
448b2608,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c6d9b0bc,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7eef52c5,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
34e1d287,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2e998f85,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2bb2f5c5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bd0ef335,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6867049d,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f8529c10,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6909dbe5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1bcb78ea,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7dac46c3,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
908a46ce,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2af34b1a,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9a146bc4,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d90f0b00,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
781e2b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b0fd1a26,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
11313925,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
abc4f9fb,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b7130ad7,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
44ad165b,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4147e465,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5289f54c,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
35a06c58,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a2b33dae,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
510d2122,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5309c3ed,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e7e6037f,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
aca93de2,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f4013be7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f48df6ed,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3bba6c14,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
81a814e7,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f4e30405,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
32cda841,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c131e85b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
12f7b1dd,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5b7de5f1,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9437a449,10,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
41e200de,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6432eb7c,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
72303838,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a41c9380,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
99c9764d,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5a1a6b7d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f23a0b8,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d511e983,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b41b13b3,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bc044088,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7de74ba1,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
115a4c02,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
34066aaa,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f2cb95a,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
40647e69,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
45c58135,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ed1a0aa6,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c65c2c42,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a612ef62,9,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
86c5d0fe,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
796a3713,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d3f302d9,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d19c9531,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a65a2dd9,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f08c4755,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
258ec5da,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
fb140fd9,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e122d876,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a4dd1bfe,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
28524d6e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c0f3826c,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2cdf31dc,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ea39619,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
89fa02a8,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6e641ffc,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
63791f36,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
fbd6487e,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2b31212d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
dfc281fd,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
37e6d201,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
17918ee9,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
cea1409b,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b07ecece,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d3da2b68,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
28393849,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a01d2238,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
60710652,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f064e69a,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4d97977a,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f47cc7d,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
70768661,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
14713642,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7cebb00a,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3bbc2402,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
842993fe,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c2bb9dc,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8d1312df,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
946356b9,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1bc46108,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4e30f488,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
82c8b77d,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1fa8ed81,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
46e1362f,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1c72ee,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
db49b559,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7b48e58f,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
14155a87,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
82cd30b2,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b555b48e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
29fb527e,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3547d475,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f785ef89,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
962cb914,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
91482cf9,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
fd76ffb2,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
18c52998,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2d79372e,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b65dadea,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d4faaa05,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1ca9a511,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
741a0ae8,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
66542d60,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d4702f19,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
dec83240,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
88b4a595,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e95379a5,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d0300dee,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3fbbddac,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e76ace75,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9cf0c888,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d11909cf,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
76d9284f,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
20838fc9,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
b3dfe52a,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
edf4e37f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c29c1584,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a8c5b16b,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
fcb0177,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9783ee12,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c15a9d7c,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bd01ead7,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4c55fd4d,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f36f3027,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d0358a21,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1b03a160,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ac6efd8a,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1a060b3f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1b23d925,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
75d860df,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
dcccd08f,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d077d6b7,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6cc3519e,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
be6bd760,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
956a2add,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8c2a9ab,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
23657f74,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1ca0f4e5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f308933b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a18bbaff,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
cde19b44,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
20af21b7,7,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
bcc380e0,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
18e987e6,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8976cfa2,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9484ee94,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4709ba70,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
2b26d78,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e04556fa,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f186f4e8,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f32ea368,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
e7e384b0,10,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
48d881ff,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1436ed1b,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7fc5993d,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
1554e458,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
abaf8cdc,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a3771f8f,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
9ebaa0ea,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c2ba25d7,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
198b8ea5,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
4b383954,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
cda3c7d2,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f6e7e6ca,8,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ba60f8f5,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
7e639fcf,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3ffc06f5,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
52230815,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
25243883,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
6130b88d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d63a477b,5,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
5991a6f1,4,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f839e937,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3b52cddb,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
c7f53352,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ed16dc9d,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a1989356,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
24e652b4,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
a2574a5a,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
3fdfb169,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
f5075e61,6,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
d0d7b5c3,2,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
ecbc0c54,3,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
8166857b,1,0,0.00%,超紧（极低）- 非常保守的打法，可能太被动,No
